-111.54377746;-111.54377746     *;-111.54377746    **;-111.54377746   ***;-111.54377746  ****;-111.54377746 *****;-111.54377746******;-111.5437774*******;-111.543777********;-111.54377*********;-111.5437**********;-111.543***********;-111.54************;-111.5*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.54543545;-111.54543545     *;-111.54543545    **;-111.54543545   ***;-111.54543545  ****;-111.54543545 *****;-111.54543545******;-111.5454354*******;-111.545435********;-111.54543*********;-111.5454**********;-111.545***********;-111.54************;-111.5*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.5505731106;-111.5505731106   *;-111.5505731106  **;-111.5505731106 ***;-111.5505731106****;-111.550573110*****;-111.55057311******;-111.5505731*******;-111.550573********;-111.55057*********;-111.5505**********;-111.550***********;-111.55************;-111.5*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.55145228329999;-111.5514522832999*;-111.551452283299**;-111.55145228329***;-111.5514522832****;-111.551452283*****;-111.55145228******;-111.5514522*******;-111.551452********;-111.55145*********;-111.5514**********;-111.551***********;-111.55************;-111.5*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.551584217;-111.551584217    *;-111.551584217   **;-111.551584217  ***;-111.551584217 ****;-111.551584217*****;-111.55158421******;-111.5515842*******;-111.551584********;-111.55158*********;-111.5515**********;-111.551***********;-111.55************;-111.5*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.55192375;-111.55192375     *;-111.55192375    **;-111.55192375   ***;-111.55192375  ****;-111.55192375 *****;-111.55192375******;-111.5519237*******;-111.551923********;-111.55192*********;-111.5519**********;-111.551***********;-111.55************;-111.5*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.5520185167;-111.5520185167   *;-111.5520185167  **;-111.5520185167 ***;-111.5520185167****;-111.552018516*****;-111.55201851******;-111.5520185*******;-111.552018********;-111.55201*********;-111.5520**********;-111.552***********;-111.55************;-111.5*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.90251648429999;-111.9025164842999*;-111.902516484299**;-111.90251648429***;-111.9025164842****;-111.902516484*****;-111.90251648******;-111.9025164*******;-111.902516********;-111.90251*********;-111.9025**********;-111.902***********;-111.90************;-111.9*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.90333187580001;-111.9033318758000*;-111.903331875800**;-111.90333187580***;-111.9033318758****;-111.903331875*****;-111.90333187******;-111.9033318*******;-111.903331********;-111.90333*********;-111.9033**********;-111.903***********;-111.90************;-111.9*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.90388441090001;-111.9038844109000*;-111.903884410900**;-111.90388441090***;-111.9038844109****;-111.903884410*****;-111.90388441******;-111.9038844*******;-111.903884********;-111.90388*********;-111.9038**********;-111.903***********;-111.90************;-111.9*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.9039165974;-111.9039165974   *;-111.9039165974  **;-111.9039165974 ***;-111.9039165974****;-111.903916597*****;-111.90391659******;-111.9039165*******;-111.903916********;-111.90391*********;-111.9039**********;-111.903***********;-111.90************;-111.9*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.903938055;-111.903938055    *;-111.903938055   **;-111.903938055  ***;-111.903938055 ****;-111.903938055*****;-111.90393805******;-111.9039380*******;-111.903938********;-111.90393*********;-111.9039**********;-111.903***********;-111.90************;-111.9*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.9042652845;-111.9042652845   *;-111.9042652845  **;-111.9042652845 ***;-111.9042652845****;-111.904265284*****;-111.90426528******;-111.9042652*******;-111.904265********;-111.90426*********;-111.9042**********;-111.904***********;-111.90************;-111.9*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.90451741219999;-111.9045174121999*;-111.904517412199**;-111.90451741219***;-111.9045174121****;-111.904517412*****;-111.90451741******;-111.9045174*******;-111.904517********;-111.90451*********;-111.9045**********;-111.904***********;-111.90************;-111.9*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.94270133969999;-111.9427013396999*;-111.942701339699**;-111.94270133969***;-111.9427013396****;-111.942701339*****;-111.94270133******;-111.9427013*******;-111.942701********;-111.94270*********;-111.9427**********;-111.942***********;-111.94************;-111.9*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.9816255569;-111.9816255569   *;-111.9816255569  **;-111.9816255569 ***;-111.9816255569****;-111.981625556*****;-111.98162555******;-111.9816255*******;-111.981625********;-111.98162*********;-111.9816**********;-111.981***********;-111.98************;-111.9*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.9822263718;-111.9822263718   *;-111.9822263718  **;-111.9822263718 ***;-111.9822263718****;-111.982226371*****;-111.98222637******;-111.9822263*******;-111.982226********;-111.98222*********;-111.9822**********;-111.982***********;-111.98************;-111.9*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-111.9822585583;-111.9822585583   *;-111.9822585583  **;-111.9822585583 ***;-111.9822585583****;-111.982258558*****;-111.98225855******;-111.9822585*******;-111.982258********;-111.98225*********;-111.9822**********;-111.982***********;-111.98************;-111.9*************;-111.**************;-111***************;-11****************;-1*****************;-******************;*******************
-112.0176790333;-112.0176790333   *;-112.0176790333  **;-112.0176790333 ***;-112.0176790333****;-112.017679033*****;-112.01767903******;-112.0176790*******;-112.017679********;-112.01767*********;-112.0176**********;-112.017***********;-112.01************;-112.0*************;-112.**************;-112***************;-11****************;-1*****************;-******************;*******************
-112.0284049089;-112.0284049089   *;-112.0284049089  **;-112.0284049089 ***;-112.0284049089****;-112.028404908*****;-112.02840490******;-112.0284049*******;-112.028404********;-112.02840*********;-112.0284**********;-112.028***********;-112.02************;-112.0*************;-112.**************;-112***************;-11****************;-1*****************;-******************;*******************
-118.25533595;-118.25533595     *;-118.25533595    **;-118.25533595   ***;-118.25533595  ****;-118.25533595 *****;-118.25533595******;-118.2553359*******;-118.255335********;-118.25533*********;-118.2553**********;-118.255***********;-118.25************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.2573119667;-118.2573119667   *;-118.2573119667  **;-118.2573119667 ***;-118.2573119667****;-118.257311966*****;-118.25731196******;-118.2573119*******;-118.257311********;-118.25731*********;-118.2573**********;-118.257***********;-118.25************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.26091289519999;-118.2609128951999*;-118.260912895199**;-118.26091289519***;-118.2609128951****;-118.260912895*****;-118.26091289******;-118.2609128*******;-118.260912********;-118.26091*********;-118.2609**********;-118.260***********;-118.26************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.2610845566;-118.2610845566   *;-118.2610845566  **;-118.2610845566 ***;-118.2610845566****;-118.261084556*****;-118.26108455******;-118.2610845*******;-118.261084********;-118.26108*********;-118.2610**********;-118.261***********;-118.26************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.26147076700001;-118.2614707670000*;-118.261470767000**;-118.26147076700***;-118.2614707670****;-118.261470767*****;-118.26147076******;-118.2614707*******;-118.261470********;-118.26147*********;-118.2614**********;-118.261***********;-118.26************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.2617290833;-118.2617290833   *;-118.2617290833  **;-118.2617290833 ***;-118.2617290833****;-118.261729083*****;-118.26172908******;-118.2617290*******;-118.261729********;-118.26172*********;-118.2617**********;-118.261***********;-118.26************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.262315317;-118.262315317    *;-118.262315317   **;-118.262315317  ***;-118.262315317 ****;-118.262315317*****;-118.26231531******;-118.2623153*******;-118.262315********;-118.26231*********;-118.2623**********;-118.262***********;-118.26************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.26363811269999;-118.2636381126999*;-118.263638112699**;-118.26363811269***;-118.2636381126****;-118.263638112*****;-118.26363811******;-118.2636381*******;-118.263638********;-118.26363*********;-118.2636**********;-118.263***********;-118.26************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.26406805880001;-118.2640680588000*;-118.264068058800**;-118.26406805880***;-118.2640680588****;-118.264068058*****;-118.26406805******;-118.2640680*******;-118.264068********;-118.26406*********;-118.2640**********;-118.264***********;-118.26************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.26694740000001;-118.2669474000000*;-118.266947400000**;-118.26694740000***;-118.2669474000****;-118.266947400*****;-118.26694740******;-118.2669474*******;-118.266947********;-118.26694*********;-118.2669**********;-118.266***********;-118.26************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.26715707779999;-118.2671570777999*;-118.267157077799**;-118.26715707779***;-118.2671570777****;-118.267157077*****;-118.26715707******;-118.2671570*******;-118.267157********;-118.26715*********;-118.2671**********;-118.267***********;-118.26************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.2785955824;-118.2785955824   *;-118.2785955824  **;-118.2785955824 ***;-118.2785955824****;-118.278595582*****;-118.27859558******;-118.2785955*******;-118.278595********;-118.27859*********;-118.2785**********;-118.278***********;-118.27************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.2794415951;-118.2794415951   *;-118.2794415951  **;-118.2794415951 ***;-118.2794415951****;-118.279441595*****;-118.27944159******;-118.2794415*******;-118.279441********;-118.27944*********;-118.2794**********;-118.279***********;-118.27************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.2795381546;-118.2795381546   *;-118.2795381546  **;-118.2795381546 ***;-118.2795381546****;-118.279538154*****;-118.27953815******;-118.2795381*******;-118.279538********;-118.27953*********;-118.2795**********;-118.279***********;-118.27************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.2883451167;-118.2883451167   *;-118.2883451167  **;-118.2883451167 ***;-118.2883451167****;-118.288345116*****;-118.28834511******;-118.2883451*******;-118.288345********;-118.28834*********;-118.2883**********;-118.288***********;-118.28************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.28940220379999;-118.2894022037999*;-118.289402203799**;-118.28940220379***;-118.2894022037****;-118.289402203*****;-118.28940220******;-118.2894022*******;-118.289402********;-118.28940*********;-118.2894**********;-118.289***********;-118.28************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.293083606;-118.293083606    *;-118.293083606   **;-118.293083606  ***;-118.293083606 ****;-118.293083606*****;-118.29308360******;-118.2930836*******;-118.293083********;-118.29308*********;-118.2930**********;-118.293***********;-118.29************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.2973189667;-118.2973189667   *;-118.2973189667  **;-118.2973189667 ***;-118.2973189667****;-118.297318966*****;-118.29731896******;-118.2973189*******;-118.297318********;-118.29731*********;-118.2973**********;-118.297***********;-118.29************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.2978056237;-118.2978056237   *;-118.2978056237  **;-118.2978056237 ***;-118.2978056237****;-118.297805623*****;-118.29780562******;-118.2978056*******;-118.297805********;-118.29780*********;-118.2978**********;-118.297***********;-118.29************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.29974540000001;-118.2997454000000*;-118.299745400000**;-118.29974540000***;-118.2997454000****;-118.299745400*****;-118.29974540******;-118.2997454*******;-118.299745********;-118.29974*********;-118.2997**********;-118.299***********;-118.29************;-118.2*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.3010091333;-118.3010091333   *;-118.3010091333  **;-118.3010091333 ***;-118.3010091333****;-118.301009133*****;-118.30100913******;-118.3010091*******;-118.301009********;-118.30100*********;-118.3010**********;-118.301***********;-118.30************;-118.3*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.3021411333;-118.3021411333   *;-118.3021411333  **;-118.3021411333 ***;-118.3021411333****;-118.302141133*****;-118.30214113******;-118.3021411*******;-118.302141********;-118.30214*********;-118.3021**********;-118.302***********;-118.30************;-118.3*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.3627867333;-118.3627867333   *;-118.3627867333  **;-118.3627867333 ***;-118.3627867333****;-118.362786733*****;-118.36278673******;-118.3627867*******;-118.362786********;-118.36278*********;-118.3627**********;-118.362***********;-118.36************;-118.3*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.36330028330001;-118.3633002833000*;-118.363300283300**;-118.36330028330***;-118.3633002833****;-118.363300283*****;-118.36330028******;-118.3633002*******;-118.363300********;-118.36330*********;-118.3633**********;-118.363***********;-118.36************;-118.3*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.37592923;-118.37592923     *;-118.37592923    **;-118.37592923   ***;-118.37592923  ****;-118.37592923 *****;-118.37592923******;-118.3759292*******;-118.375929********;-118.37592*********;-118.3759**********;-118.375***********;-118.37************;-118.3*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.3937374833;-118.3937374833   *;-118.3937374833  **;-118.3937374833 ***;-118.3937374833****;-118.393737483*****;-118.39373748******;-118.3937374*******;-118.393737********;-118.39373*********;-118.3937**********;-118.393***********;-118.39************;-118.3*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.4107355039;-118.4107355039   *;-118.4107355039  **;-118.4107355039 ***;-118.4107355039****;-118.410735503*****;-118.41073550******;-118.4107355*******;-118.410735********;-118.41073*********;-118.4107**********;-118.410***********;-118.41************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.41093873;-118.41093873     *;-118.41093873    **;-118.41093873   ***;-118.41093873  ****;-118.41093873 *****;-118.41093873******;-118.4109387*******;-118.410938********;-118.41093*********;-118.4109**********;-118.410***********;-118.41************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.4110951424;-118.4110951424   *;-118.4110951424  **;-118.4110951424 ***;-118.4110951424****;-118.411095142*****;-118.41109514******;-118.4110951*******;-118.411095********;-118.41109*********;-118.4110**********;-118.411***********;-118.41************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.41144855;-118.41144855     *;-118.41144855    **;-118.41144855   ***;-118.41144855  ****;-118.41144855 *****;-118.41144855******;-118.4114485*******;-118.411448********;-118.41144*********;-118.4114**********;-118.411***********;-118.41************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.4129605742;-118.4129605742   *;-118.4129605742  **;-118.4129605742 ***;-118.4129605742****;-118.412960574*****;-118.41296057******;-118.4129605*******;-118.412960********;-118.41296*********;-118.4129**********;-118.412***********;-118.41************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.4147429466;-118.4147429466   *;-118.4147429466  **;-118.4147429466 ***;-118.4147429466****;-118.414742946*****;-118.41474294******;-118.4147429*******;-118.414742********;-118.41474*********;-118.4147**********;-118.414***********;-118.41************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.4217069667;-118.4217069667   *;-118.4217069667  **;-118.4217069667 ***;-118.4217069667****;-118.421706966*****;-118.42170696******;-118.4217069*******;-118.421706********;-118.42170*********;-118.4217**********;-118.421***********;-118.42************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.42604195600001;-118.4260419560000*;-118.426041956000**;-118.42604195600***;-118.4260419560****;-118.426041956*****;-118.42604195******;-118.4260419*******;-118.426041********;-118.42604*********;-118.4260**********;-118.426***********;-118.42************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.43132346669999;-118.4313234666999*;-118.431323466699**;-118.43132346669***;-118.4313234666****;-118.431323466*****;-118.43132346******;-118.4313234*******;-118.431323********;-118.43132*********;-118.4313**********;-118.431***********;-118.43************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.43943107;-118.43943107     *;-118.43943107    **;-118.43943107   ***;-118.43943107  ****;-118.43943107 *****;-118.43943107******;-118.4394310*******;-118.439431********;-118.43943*********;-118.4394**********;-118.439***********;-118.43************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.439747567;-118.439747567    *;-118.439747567   **;-118.439747567  ***;-118.439747567 ****;-118.439747567*****;-118.43974756******;-118.4397475*******;-118.439747********;-118.43974*********;-118.4397**********;-118.439***********;-118.43************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.4418916785;-118.4418916785   *;-118.4418916785  **;-118.4418916785 ***;-118.4418916785****;-118.441891678*****;-118.44189167******;-118.4418916*******;-118.441891********;-118.44189*********;-118.4418**********;-118.441***********;-118.44************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.447508812;-118.447508812    *;-118.447508812   **;-118.447508812  ***;-118.447508812 ****;-118.447508812*****;-118.44750881******;-118.4475088*******;-118.447508********;-118.44750*********;-118.4475**********;-118.447***********;-118.44************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.44880925;-118.44880925     *;-118.44880925    **;-118.44880925   ***;-118.44880925  ****;-118.44880925 *****;-118.44880925******;-118.4488092*******;-118.448809********;-118.44880*********;-118.4488**********;-118.448***********;-118.44************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.4493138667;-118.4493138667   *;-118.4493138667  **;-118.4493138667 ***;-118.4493138667****;-118.449313866*****;-118.44931386******;-118.4493138*******;-118.449313********;-118.44931*********;-118.4493**********;-118.449***********;-118.44************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.4548426736;-118.4548426736   *;-118.4548426736  **;-118.4548426736 ***;-118.4548426736****;-118.454842673*****;-118.45484267******;-118.4548426*******;-118.454842********;-118.45484*********;-118.4548**********;-118.454***********;-118.45************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.4551926167;-118.4551926167   *;-118.4551926167  **;-118.4551926167 ***;-118.4551926167****;-118.455192616*****;-118.45519261******;-118.4551926*******;-118.455192********;-118.45519*********;-118.4551**********;-118.455***********;-118.45************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.45865984;-118.45865984     *;-118.45865984    **;-118.45865984   ***;-118.45865984  ****;-118.45865984 *****;-118.45865984******;-118.4586598*******;-118.458659********;-118.45865*********;-118.4586**********;-118.458***********;-118.45************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.4673142433;-118.4673142433   *;-118.4673142433  **;-118.4673142433 ***;-118.4673142433****;-118.467314243*****;-118.46731424******;-118.4673142*******;-118.467314********;-118.46731*********;-118.4673**********;-118.467***********;-118.46************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-118.4676396;-118.4676396      *;-118.4676396     **;-118.4676396    ***;-118.4676396   ****;-118.4676396  *****;-118.4676396 ******;-118.4676396*******;-118.467639********;-118.46763*********;-118.4676**********;-118.467***********;-118.46************;-118.4*************;-118.**************;-118***************;-11****************;-1*****************;-******************;*******************
-73.782806396500007;-73.78280639650000*;-73.7828063965000**;-73.782806396500***;-73.78280639650****;-73.7828063965*****;-73.782806396******;-73.78280639*******;-73.7828063********;-73.782806*********;-73.78280**********;-73.7828***********;-73.782************;-73.78*************;-73.7**************;-73.***************;-73****************;-7*****************;-******************;*******************
-73.845181640000007;-73.84518164000000*;-73.8451816400000**;-73.845181640000***;-73.84518164000****;-73.8451816400*****;-73.845181640******;-73.84518164*******;-73.8451816********;-73.845181*********;-73.84518**********;-73.8451***********;-73.845************;-73.84*************;-73.8**************;-73.***************;-73****************;-7*****************;-******************;*******************
-73.845557874199997;-73.84555787419999*;-73.8455578741999**;-73.845557874199***;-73.84555787419****;-73.8455578741*****;-73.845557874******;-73.84555787*******;-73.8455578********;-73.845557*********;-73.84555**********;-73.8455***********;-73.845************;-73.84*************;-73.8**************;-73.***************;-73****************;-7*****************;-******************;*******************
-73.849193;-73.849193        *;-73.849193       **;-73.849193      ***;-73.849193     ****;-73.849193    *****;-73.849193   ******;-73.849193  *******;-73.849193 ********;-73.849193*********;-73.84919**********;-73.8491***********;-73.849************;-73.84*************;-73.8**************;-73.***************;-73****************;-7*****************;-******************;*******************
